Cluster,DayOfYear,Hour,GHI,DNI,DHI,Month,Day,Cluster,Size
0,183.79342532467533,2.924512987012987,6.49698347107438,13.843083708835968,4.440866292798111,6.513798701298701,15.64163961038961,0.0,2464
1,80.01787310098302,11.340482573726542,267.2704802380372,358.22280244326856,117.93582947436835,3.160857908847185,15.075960679177838,1.0,1119
2,81.49724626278521,19.776553894571204,8.334265431657249,21.728751650665007,5.312851727344253,3.2132179386309994,14.983477576711252,2.0,1271
3,177.8617543859649,11.214736842105264,619.4565218500798,551.1911138698227,202.32727272727274,6.3578947368421055,16.091929824561404,3.0,1425
4,290.70360110803324,11.07848568790397,226.74484260891464,328.2474326558305,104.81018579143233,9.95752539242844,16.143120960295477,4.0,1083
5,279.598452883263,19.69409282700422,4.762421685206495,16.21320051223261,3.0949878532157014,9.618143459915611,16.08087201125176,5.0,1422
